index,season,competition_id,competition_name,competition_league,gender,game_id,game_type,game_group_id,game_group,half,summary,action_title,down,down_desc,down_after,down_after_desc,yards_to_go,yards_to_go_after,possession_time,home_team,away_team,home_score,away_score,stream_url,passer,receiver,rusher,tackle_player,interception_player,sack_player,play_result,penalty,safety,pass_depth,play_location,air_yards,yards_after_catch,drive_id,play_id,half_end,play_type,complete_pass,interception,touchdown,point_after,point_after_success,def_touchdown,one_point_conv_success,two_point_conv_success,defensive_two_point_conv,scoring_play,posteam,defteam,posteam_after,defteam_after,yardline_50,yardline_50_after,yards_gained,yards_to_go_simple,first_down,scoring_play_team,home_team_points,away_team_points,home_team_score,away_team_score,posteam_score,defteam_score,score_differential
104,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass incomplete to #23 Isabella ""Izzy""  Geraci",Pass incomplete,1,1st,2,2nd,20,20,-5:00,4,19,61,0,Unknown,4,,,,,,incomplete,0,0,Short,left,0,0,1,1,0,pass,0,0,0,0,0,0,0,0,0,0,4,19,4,19,5,5,0,4,0,,0,0,0,0,0,0,0
105,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #24 Kennedy Foster for 5 yards to the USA10, #24 Kennedy Foster run for 8 yards<em> to</em><em> USA18</em><em> for a gain of</em><em> 13</em><em> yards</em>, tackled by #13 Veera Levijoki",13 yard pass,2,2nd,3,3rd,20,7,-5:00,4,19,61,0,Unknown,4,24,,13,,,complete,0,0,Short,left,5,8,1,2,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,5,18,13,4,0,,,,0,0,0,0,0
106,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Deep left pass complete to #32 Ashlea Klam for 11 yards to the FIN21, #32 Ashlea Klam run for 6 yards<em> to</em><em> FIN15</em><em> for a gain of</em><em> 17</em><em> yards</em>, tackled by #1 Amanda Rouhiainen<strong>. 1st down USA</strong>",17 yard pass,3,3rd,1,1st,7,15,-5:00,4,19,61,0,Unknown,4,32,,1,,,complete,0,0,Deep,left,11,6,1,3,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,18,35,17,2,1,,,,0,0,0,0,0
107,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short middle pass complete to #24 Kennedy Foster for 6 yards to the FIN9, #24 Kennedy Foster run for 7 yards<em> to</em><em> FIN2</em><em> for a gain of</em><em> 13</em><em> yards</em>, tackled by #9 Heta Rantanen",13 yard pass,1,1st,2,2nd,15,2,-5:00,4,19,61,0,Unknown,4,24,,9,,,complete,0,0,Short,middle,6,7,1,4,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,35,48,13,3,0,,,,0,0,0,0,0
108,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#4 Vanita Krouch Short left pass incomplete to #24 Kennedy Foster for 0 yards to the FIN0,Pass incomplete,2,2nd,3,3rd,2,2,-5:00,4,19,61,0,Unknown,4,,,,,,incomplete,0,0,Short,left,0,0,1,5,0,pass,0,0,0,0,0,0,0,0,0,0,4,19,4,19,48,48,0,1,0,,,,0,0,0,0,0
109,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #32 Ashlea Klam for 2 yards to the FIN0<strong>, touchdown</strong>. Time left 17:00",Touchdown,3,3rd,1,1st,2,,-5:00,4,19,61,0,Unknown,4,32,,,,,complete,0,0,Short,left,2,0,1,6,0,pass,1,0,1,0,0,0,0,0,0,1,4,19,4,19,48,50,2,1,0,4,6,,6,0,6,0,6
110,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1," USA, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,-5:00,4,19,61,0,Unknown,,,,,,,good,0,0,,,0,0,1,7,0,pass,0,0,0,1,1,0,1,0,0,1,4,19,19,4,0,0,0,0,0,4,1,,7,0,7,0,7
111,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#7 Lea Kaszas Short right pass incomplete to #16 Tiia Jansen for 0 yards to the FIN11,Pass incomplete,1,1st,2,2nd,20,20,2:10,4,19,61,0,Unknown,7,,,,,,incomplete,0,0,Short,right,0,0,2,8,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,5,5,0,4,0,,,,7,0,0,7,-7
112,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short middle pass complete to #14 Lotta Ahonen for 5 yards to the FIN10, #14 Lotta Ahonen run for 2 yards<em> to</em><em> FIN12</em><em> for a gain of</em><em> 7</em><em> yards</em>, tackled by #13 Deliah Autry",7 yard pass,2,2nd,3,3rd,20,13,2:10,4,19,61,0,Unknown,7,14,,13,,,complete,0,0,Short,middle,5,2,2,9,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,5,12,7,4,0,,,,7,0,0,7,-7
113,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short left pass intercepted to #2 Ashley Edwards for 8 yards to the FIN20, #2 Ashley Edwards run for 15 yards<em> to</em><em> FIN5</em>, tackled by #7 Lea Kaszas. Time left 14:50",Pass intercepted,3,3rd,1,1st,13,45,2:10,4,19,61,0,Unknown,7,,,7,2,,intercepted,0,0,Short,left,0,15,2,10,0,pass,0,1,0,0,0,0,0,0,0,0,19,4,4,19,12,5,-7,3,0,,,,7,0,0,7,-7
114,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#4 Vanita Krouch Short left pass incomplete to #32 Ashlea Klam,Pass incomplete,1,1st,2,2nd,5,5,1:20,4,19,61,0,Unknown,4,,,,,,incomplete,0,0,Short,left,0,0,3,11,0,pass,0,0,0,0,0,0,0,0,0,0,4,19,4,19,45,45,0,1,0,,,,7,0,7,0,7
115,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #5 Madison Fulford for 5 yards to the FIN0<strong>, touchdown</strong>. Time left 13:30",Touchdown,2,2nd,1,1st,5,,1:20,4,19,61,0,Unknown,4,5,,,,,complete,0,0,Short,right,5,0,3,12,0,pass,1,0,1,0,0,0,0,0,0,1,4,19,4,19,45,50,5,1,0,4,6,,13,0,13,0,13
116,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1," USA, pass attempt, miss",Extra point attempt,0,PAT 5 yards,1,1st,,,1:20,4,19,61,0,Unknown,,,,,,,miss,0,0,,,0,0,3,13,0,pass,0,0,0,1,0,0,0,0,0,0,4,19,19,4,0,0,0,0,0,,,,13,0,13,0,13
117,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short middle pass complete to #16 Tiia Jansen for 7 yards to the FIN12, #16 Tiia Jansen run for 1 yards<em> to</em><em> FIN13</em><em> for a gain of</em><em> 8</em><em> yards</em>, tackled by #13 Deliah Autry",8 yard pass,1,1st,2,2nd,20,12,3:45,4,19,61,0,Unknown,7,16,,13,,,complete,0,0,Short,middle,7,1,4,14,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,5,13,8,4,0,,,,13,0,0,13,-13
118,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short left pass complete to #8 Essi Saastamoinen for 3 yards to the FIN16, #8 Essi Saastamoinen run for 1 yards<em> to</em><em> FIN17</em><em> for a gain of</em><em> 4</em><em> yards</em>, tackled by #25 Laneah Bryan",4 yard pass,2,2nd,3,3rd,12,8,3:45,4,19,61,0,Unknown,7,8,,25,,,complete,0,0,Short,left,3,1,4,15,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,13,17,4,3,0,,,,13,0,0,13,-13
119,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #16 Tiia Jansen for 11 yards to the USA22, #16 Tiia Jansen run for 2 yards<em> to</em><em> USA20</em><em> for a gain of</em><em> 13</em><em> yards</em>, tackled by #10 Amber Clark<strong>. 1st down Finland</strong>",13 yard pass,3,3rd,1,1st,8,20,3:45,4,19,61,0,Unknown,7,16,,10,,,complete,0,0,Short,right,11,2,4,16,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,17,30,13,2,1,,,,13,0,0,13,-13
120,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #8 Essi Saastamoinen for 2 yards to the USA18, #8 Essi Saastamoinen run for 5 yards<em> to</em><em> USA13</em><em> for a gain of</em><em> 7</em><em> yards</em>, tackled by #13 Deliah Autry",7 yard pass,1,1st,2,2nd,20,13,3:45,4,19,61,0,Unknown,7,8,,13,,,complete,0,0,Short,right,2,5,4,17,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,30,37,7,4,0,,,,13,0,0,13,-13
121,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short middle pass intercepted to #2 Ashley Edwards for 13 yards to the USA0, #2 Ashley Edwards run for 16 yards<em> to</em><em> USA16</em>, tackled by #2 Inka Heikkinen. Time left 09:45",Pass intercepted,2,2nd,1,1st,13,9,3:45,4,19,61,0,Unknown,7,,,2,2,,intercepted,0,0,Short,middle,0,16,4,18,0,pass,0,1,0,0,0,0,0,0,0,0,19,4,4,19,37,34,-3,3,0,,,,13,0,0,13,-13
122,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short middle pass complete to #32 Ashlea Klam for 4 yards to the USA20, #32 Ashlea Klam run for 4 yards<em> to</em><em> USA24</em><em> for a gain of</em><em> 8</em><em> yards</em>, out of bounds",8 yard pass,1,1st,2,2nd,9,1,1:30,4,19,61,0,Unknown,4,32,,,,,complete,0,0,Short,middle,4,4,5,19,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,16,24,8,2,0,,,,13,0,13,0,13
123,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Maci Joncich rush left for 26 yards<strong>, touchdown</strong>. Time left 08:15",Touchdown,2,2nd,1,1st,1,,1:30,4,19,61,0,Unknown,,,7,,,,rush,0,0,,left,0,0,5,20,0,rush,0,0,1,0,0,0,0,0,0,1,4,19,4,19,24,50,26,1,1,4,6,,19,0,19,0,19
124,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1," USA, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,1:30,4,19,61,0,Unknown,,,,,,,good,0,0,,,0,0,5,21,0,pass,0,0,0,1,1,0,1,0,0,1,4,19,19,4,0,0,0,0,0,4,1,,20,0,20,0,20
125,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#7 Lea Kaszas Short middle pass incomplete to #14 Lotta Ahonen for 0 yards to the FIN8,Pass incomplete,1,1st,2,2nd,20,20,3:10,4,19,61,0,Unknown,7,,,,,,incomplete,0,0,Short,middle,0,0,6,22,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,5,5,0,4,0,,,,20,0,0,20,-20
126,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #2 Inka Heikkinen for 5 yards to the FIN10, #2 Inka Heikkinen run for 2 yards<em> to</em><em> FIN12</em><em> for a gain of</em><em> 7</em><em> yards</em>, tackled by #10 Amber Clark",7 yard pass,2,2nd,3,3rd,20,13,3:10,4,19,61,0,Unknown,7,2,,10,,,complete,0,0,Short,right,5,2,6,23,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,5,12,7,4,0,,,,20,0,0,20,-20
127,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas  sacked by #17 Addison ""Addie"" Orsborn for -6 yards to the FIN6",Sack,3,3rd,4,4th,13,19,3:10,4,19,61,0,Unknown,7,,,,,17,sack,0,0,,,0,0,6,24,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,12,6,-6,3,0,,,,20,0,0,20,-20
128,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short middle pass complete to #14 Lotta Ahonen for 4 yards to the FIN10, #14 Lotta Ahonen run for 1 yards<em> to</em><em> FIN11</em><em> for a gain of</em><em> 5</em><em> yards</em>, tackled by #13 Deliah Autry. Time left 05:05",null yard pass,4,4th,1,1st,19,20,3:10,4,19,61,0,Unknown,7,14,,13,,,complete,0,0,Short,middle,4,1,6,25,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,4,19,6,11,5,4,0,,,,20,0,0,20,-20
129,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #23 Isabella ""Izzy""  Geraci for 10 yards to the USA15, #23 Isabella ""Izzy""  Geraci run for 6 yards<em> to</em><em> USA21</em><em> for a gain of</em><em> 16</em><em> yards</em>, tackled by #10 Miina Laukkanen",16 yard pass,1,1st,2,2nd,20,4,3:09,4,19,61,0,Unknown,4,23,,10,,,complete,0,0,Short,left,0,6,7,26,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,5,21,16,4,0,,,,20,0,20,0,20
130,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#4 Vanita Krouch Deep right pass incomplete to #5 Madison Fulford,Pass incomplete,2,2nd,3,3rd,4,4,3:09,4,19,61,0,Unknown,4,,,,,,incomplete,0,0,Deep,right,0,0,7,27,0,pass,0,0,0,0,0,0,0,0,0,0,4,19,4,19,21,21,0,1,0,,,,20,0,20,0,20
131,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #5 Madison Fulford for 3 yards to the USA24, #5 Madison Fulford run for 12 yards<em> to</em><em> FIN14</em><em> for a gain of</em><em> 15</em><em> yards</em>, tackled by #10 Miina Laukkanen<strong>. 1st down USA</strong>",15 yard pass,3,3rd,1,1st,4,14,3:09,4,19,61,0,Unknown,4,5,,10,,,complete,0,0,Short,right,3,12,7,28,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,21,36,15,1,1,,,,20,0,20,0,20
132,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #23 Isabella ""Izzy""  Geraci for 3 yards to the FIN11, #23 Isabella ""Izzy""  Geraci run for 8 yards<em> to</em><em> FIN3</em><em> for a gain of</em><em> 11</em><em> yards</em>, tackled by #12 Laura Karhu",11 yard pass,1,1st,2,2nd,14,3,3:09,4,19,61,0,Unknown,4,23,,12,,,complete,0,0,Short,left,0,8,7,29,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,36,47,11,3,0,,,,20,0,20,0,20
133,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #4 Vanita Krouch for 3 yards to the FIN0<strong>, touchdown</strong>. Time left 01:56",Touchdown,2,2nd,1,1st,3,,3:09,4,19,61,0,Unknown,4,4,,,,,complete,0,0,Short,left,3,0,7,30,0,pass,1,0,1,0,0,0,0,0,0,1,4,19,4,19,47,50,3,1,0,4,6,,26,0,26,0,26
134,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #7 Maci Joncich for 2 yards to the FIN3, #7 Maci Joncich run for 2 yards<em> to</em><em> FIN1</em><em> for no gain</em>, out of bounds",Extra point attempt,0,PAT 5 yards,1,1st,,,3:09,4,19,61,0,Unknown,4,7,,,,,complete,0,0,Short,left,2,2,7,31,0,pass,1,0,0,1,0,0,0,0,0,0,4,19,19,4,0,0,0,0,0,,,,26,0,26,0,26
135,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#7 Lea Kaszas Short middle pass incomplete,Pass incomplete,1,1st,2,2nd,20,20,0:18,4,19,61,0,Unknown,7,,,,,,incomplete,0,0,Short,middle,0,0,8,32,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,5,5,0,4,0,,,,26,0,0,26,-26
136,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass incomplete to #8 Essi Saastamoinen, #25 Laneah Bryan",Pass incomplete,2,2nd,3,3rd,20,20,0:18,4,19,61,0,Unknown,7,,,,,,incomplete,0,0,Short,right,0,0,8,33,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,5,5,0,4,0,,,,26,0,0,26,-26
137,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,#7 Lea Kaszas Short right pass incomplete to #16 Tiia Jansen,Pass incomplete,3,3rd,4,4th,20,20,0:18,4,19,61,0,Unknown,7,,,,,,incomplete,0,0,Short,right,0,0,8,34,0,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,5,5,0,4,0,,,,26,0,0,26,-26
138,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #14 Lotta Ahonen for 8 yards to the FIN13, #14 Lotta Ahonen run for 1 yards<em> to</em><em> FIN14</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds. Time left 01:38",null yard pass,4,4th,1,1st,20,20,0:18,4,19,61,0,Unknown,7,14,,,,,complete,0,0,Short,right,8,1,8,35,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,4,19,5,14,9,4,0,,,,26,0,0,26,-26
139,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #5 Madison Fulford for 9 yards to the USA14, #5 Madison Fulford run for 1 yards<em> to</em><em> USA15</em><em> for a gain of</em><em> 10</em><em> yards</em>, out of bounds",10 yard pass,1,1st,2,2nd,20,10,0:30,4,19,61,0,Unknown,4,5,,,,,complete,0,0,Short,right,9,1,9,36,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,5,15,10,4,0,,,,26,0,26,0,26
140,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #23 Isabella ""Izzy""  Geraci for 7 yards to the USA22, #23 Isabella ""Izzy""  Geraci run for 2 yards<em> to</em><em> USA24</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds",9 yard pass,2,2nd,3,3rd,10,1,0:30,4,19,61,0,Unknown,4,23,,,,,complete,0,0,Short,right,0,2,9,37,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,15,24,9,2,0,,,,26,0,26,0,26
141,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short left pass complete to #24 Kennedy Foster for 9 yards to the FIN17, #24 Kennedy Foster run for no gain<em> to</em><em> FIN17</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds<strong>. 1st down USA</strong>",9 yard pass,3,3rd,1,1st,1,17,0:30,4,19,61,0,Unknown,4,24,,,,,complete,0,0,Short,left,9,0,9,38,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,24,33,9,1,1,,,,26,0,26,0,26
142,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #5 Madison Fulford for 5 yards to the FIN12, #5 Madison Fulford run for 1 yards<em> to</em><em> FIN11</em><em> for a gain of</em><em> 6</em><em> yards</em>, out of bounds",6 yard pass,1,1st,2,2nd,17,11,0:30,4,19,61,0,Unknown,4,5,,,,,complete,0,0,Short,right,5,1,9,39,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,33,39,6,4,0,,,,26,0,26,0,26
143,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#4 Vanita Krouch Short right pass complete to #32 Ashlea Klam for 7 yards to the FIN4, #32 Ashlea Klam run for 4 yards<strong>, touchdown</strong>. Time left 01:08",Touchdown,2,2nd,1,1st,11,,0:30,4,19,61,0,Unknown,4,32,,,,,complete,0,0,Short,right,7,4,9,40,0,pass,1,0,1,0,0,0,0,0,0,1,4,19,4,19,39,50,11,3,0,4,6,,32,0,32,0,32
144,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1," USA, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,0:30,4,19,61,0,Unknown,,,,,,,good,0,0,,,0,0,9,41,0,pass,0,0,0,1,1,0,1,0,0,1,4,19,19,4,0,0,0,0,0,4,1,,33,0,33,0,33
145,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #14 Lotta Ahonen for 5 yards to the FIN10, #14 Lotta Ahonen run for 1 yards<em> to</em><em> FIN11</em><em> for a gain of</em><em> 6</em><em> yards</em>, tackled by #13 Deliah Autry",6 yard pass,1,1st,2,2nd,20,14,00:00,4,19,61,0,Unknown,7,14,,13,,,complete,0,0,Short,right,5,1,10,42,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,5,11,6,4,0,,,,33,0,0,33,-33
146,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #2 Inka Heikkinen for 4 yards to the FIN15, #2 Inka Heikkinen run for no gain<em> to</em><em> FIN15</em><em> for a gain of</em><em> 4</em><em> yards</em>, tackled by #13 Deliah Autry",4 yard pass,2,2nd,3,3rd,14,10,00:00,4,19,61,0,Unknown,7,2,,13,,,complete,0,0,Short,right,4,0,10,43,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,11,15,4,3,0,,,,33,0,0,33,-33
147,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas Short right pass complete to #2 Inka Heikkinen for 5 yards to the FIN20, #2 Inka Heikkinen run for no gain<em> to</em><em> FIN20</em><em> for a gain of</em><em> 5</em><em> yards</em>, out of bounds",5 yard pass,3,3rd,4,4th,10,5,00:00,4,19,61,0,Unknown,7,2,,,,,complete,0,0,Short,right,5,0,10,44,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,15,20,5,2,0,,,,33,0,0,33,-33
148,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"Spotted to FIN21 (target: FIN25) for team USA, 4. down",,4,4th,4,4th,5,-4,00:00,4,19,61,0,Unknown,,,,,,,,0,0,,,0,0,10,45,0,no_play,0,0,0,0,0,0,0,0,0,0,19,4,4,19,20,21,1,1,0,,,,33,0,0,33,-33
149,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"Spotted to FIN21 (target: FIN25) for team Finland, 4. down",,4,4th,4,4th,-4,4,1:08,4,19,61,0,Unknown,,,,,,,,0,0,,,0,0,11,46,0,no_play,0,0,0,0,0,0,0,0,0,0,4,19,19,4,29,29,0,1,0,,,,33,0,33,0,33
150,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,1,"#7 Lea Kaszas  sacked by #17 Addison ""Addie"" Orsborn for -6 yards to the FIN15. Time left 00:00",Sack,4,4th,1,1st,4,20,0:00,4,19,61,0,Unknown,7,,,,,17,sack,0,0,,left,0,0,12,47,1,pass,0,0,0,0,0,0,0,0,0,0,19,4,19,4,21,15,-6,1,0,,,,33,0,0,33,-33
151,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#7 Lea Kaszas Short right pass complete to #8 Essi Saastamoinen for 3 yards to the FIN8, #8 Essi Saastamoinen run for 1 yards<em> to</em><em> FIN9</em><em> for a gain of</em><em> 4</em><em> yards</em>, tackled by #13 Deliah Autry",4 yard pass,1,1st,2,2nd,20,16,-6:00,4,19,61,0,Unknown,7,8,,13,,,complete,0,0,Short,right,3,1,13,48,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,5,9,4,4,0,,,,33,0,0,33,-33
152,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#7 Lea Kaszas Short middle pass complete to #8 Essi Saastamoinen for 3 yards to the FIN12, #8 Essi Saastamoinen run for 2 yards<em> to</em><em> FIN14</em><em> for a gain of</em><em> 5</em><em> yards</em>, tackled by #13 Deliah Autry",5 yard pass,2,2nd,3,3rd,16,11,-6:00,4,19,61,0,Unknown,7,8,,13,,,complete,0,0,Short,middle,3,2,13,49,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,9,14,5,4,0,,,,33,0,0,33,-33
153,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#7 Lea Kaszas Short right pass complete to #16 Tiia Jansen for 5 yards to the FIN19, #16 Tiia Jansen run for 1 yards<em> to</em><em> FIN20</em><em> for a gain of</em><em> 6</em><em> yards</em>, tackled by #12 Megan Majors",6 yard pass,3,3rd,4,4th,11,5,-6:00,4,19,61,0,Unknown,7,16,,12,,,complete,0,0,Short,right,5,1,13,50,0,pass,1,0,0,0,0,0,0,0,0,0,19,4,19,4,14,20,6,3,0,,,,33,0,0,33,-33
154,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#7 Lea Kaszas Short right pass intercepted to #12 Megan Majors for 5 yards to the FIN25, #12 Megan Majors run for 6 yards<em> to</em><em> FIN19</em>, out of bounds<strong>, penalty</strong> Finland Penalty, declined. Time left 18:00",Pass intercepted,4,4th,1,1st,5,31,-6:00,4,19,61,0,Unknown,7,,,,12,,intercepted,1,0,Short,right,0,6,13,51,0,pass,0,1,0,0,0,0,0,0,0,0,19,4,4,19,20,19,-1,1,0,,,,33,0,0,33,-33
155,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#4 Vanita Krouch Short middle pass complete to #23 Isabella ""Izzy""  Geraci for 5 yards to the FIN14, #23 Isabella ""Izzy""  Geraci run for 13 yards<em> to</em><em> FIN1</em><em> for a gain of</em><em> 18</em><em> yards</em>, tackled by #1 Amanda Rouhiainen",18 yard pass,1,1st,2,2nd,19,1,1:22,4,19,61,0,Unknown,4,23,,1,,,complete,0,0,Short,middle,0,13,14,52,0,pass,1,0,0,0,0,0,0,0,0,0,4,19,4,19,31,49,18,4,0,,,,33,0,33,0,33
156,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,#4 Vanita Krouch Short left pass incomplete to #7 Maci Joncich,Pass incomplete,2,2nd,3,3rd,1,1,1:22,4,19,61,0,Unknown,4,,,,,,incomplete,0,0,Short,left,0,0,14,53,0,pass,0,0,0,0,0,0,0,0,0,0,4,19,4,19,49,49,0,1,0,,,,33,0,33,0,33
157,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#4 Vanita Krouch Short middle pass complete to #24 Kennedy Foster for 1 yards to the FIN0<strong>, touchdown</strong>. Time left 15:47",Touchdown,3,3rd,1,1st,1,,1:22,4,19,61,0,Unknown,4,24,,,,,complete,0,0,Short,middle,1,0,14,54,0,pass,1,0,1,0,0,0,0,0,0,1,4,19,4,19,49,50,1,1,0,4,6,,39,0,39,0,39
158,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2," USA, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,1:22,4,19,61,0,Unknown,,,,,,,good,0,0,,,0,0,14,55,0,pass,0,0,0,1,1,0,1,0,0,1,4,19,19,4,0,0,0,0,0,4,1,,40,0,40,0,40
159,2024,2,FlagWC,World cup,2,1102,Playoffs,85,1-16,2,"#7 Lea Kaszas Short middle pass intercepted to #2 Ashley Edwards for 4 yards to the FIN9, #2 Ashley Edwards run for 9 yards<strong>, touchdown</strong>. Time left 14:25",Touchdown,1,1st,1,1st,20,,00:00,4,19,61,0,Unknown,7,,,,2,,intercepted,0,0,Short,middle,0,9,15,56,0,pass,0,1,0,0,0,1,0,0,0,1,19,4,4,19,5,0,-5,4,0,4,6,,46,0,0,46,-46
